Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 73
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 174
Density:0.2, Vertices: 100, Time: 0.0031 seconds, MST Weight by matrix: 125
Density:0.3, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 103
Density:0.4, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 100
Density:0.5, Vertices: 100, Time: 0.0061 seconds, MST Weight by matrix: 99
Density:0.6, Vertices: 100, Time: 0.0045 seconds, MST Weight by matrix: 99
Density:0.7, Vertices: 100, Time: 0.0070 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0020 seconds, MST Weight by matrix: 211
Density:0.2, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 134
Density:0.3, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 123
Density:0.4, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 120
Density:0.5, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 120
Density:0.6, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0065 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0071 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0050 seconds, MST Weight by matrix: 188
Density:0.2, Vertices: 150, Time: 0.0060 seconds, MST Weight by matrix: 154
Density:0.3, Vertices: 150, Time: 0.0050 seconds, MST Weight by matrix: 151
Density:0.4, Vertices: 150, Time: 0.0061 seconds, MST Weight by matrix: 149
Density:0.5, Vertices: 150, Time: 0.0080 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 150
Density:0.7, Vertices: 150, Time: 0.0100 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0100 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0070 seconds, MST Weight by matrix: 220
Density:0.2, Vertices: 180, Time: 0.0061 seconds, MST Weight by matrix: 181
Density:0.3, Vertices: 180, Time: 0.0076 seconds, MST Weight by matrix: 180
Density:0.4, Vertices: 180, Time: 0.0090 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0103 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0187 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0141 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0156 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0080 seconds, MST Weight by matrix: 244
Density:0.2, Vertices: 200, Time: 0.0121 seconds, MST Weight by matrix: 204
Density:0.3, Vertices: 200, Time: 0.0090 seconds, MST Weight by matrix: 199
Density:0.4, Vertices: 200, Time: 0.0111 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0141 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0151 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0177 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0180 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 91
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 55
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 48
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 25
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 25
Density:0.6, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 34
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 26
Density:0.8, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 24
Density:0.1, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 151
Density:0.2, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 95
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 73
Density:0.4, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 57
Density:0.5, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 51
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 53
Density:0.7, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 52
Density:0.8, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 161
Density:0.2, Vertices: 70, Time: 0.0011 seconds, MST Weight by matrix: 99
Density:0.3, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 84
Density:0.4, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 76
Density:0.5, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.6, Vertices: 70, Time: 0.0015 seconds, MST Weight by matrix: 72
Density:0.7, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.8, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 70
Density:0.1, Vertices: 90, Time: 0.0010 seconds, MST Weight by matrix: 166
Density:0.2, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 119
Density:0.3, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 103
Density:0.4, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 93
Density:0.5, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 90
Density:0.6, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 89
Density:0.7, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 90
Density:0.8, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 179
Density:0.2, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 115
Density:0.3, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 107
Density:0.4, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 99
Density:0.5, Vertices: 100, Time: 0.0055 seconds, MST Weight by matrix: 100
Density:0.6, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.7, Vertices: 100, Time: 0.0070 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 164
Density:0.2, Vertices: 120, Time: 0.0041 seconds, MST Weight by matrix: 124
Density:0.3, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 122
Density:0.4, Vertices: 120, Time: 0.0070 seconds, MST Weight by matrix: 119
Density:0.5, Vertices: 120, Time: 0.0041 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0051 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0050 seconds, MST Weight by matrix: 204
Density:0.2, Vertices: 150, Time: 0.0071 seconds, MST Weight by matrix: 157
Density:0.3, Vertices: 150, Time: 0.0050 seconds, MST Weight by matrix: 151
Density:0.4, Vertices: 150, Time: 0.0112 seconds, MST Weight by matrix: 149
Density:0.5, Vertices: 150, Time: 0.0070 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0092 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0104 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0070 seconds, MST Weight by matrix: 213
Density:0.2, Vertices: 180, Time: 0.0061 seconds, MST Weight by matrix: 188
Density:0.3, Vertices: 180, Time: 0.0071 seconds, MST Weight by matrix: 180
Density:0.4, Vertices: 180, Time: 0.0161 seconds, MST Weight by matrix: 180
Density:0.5, Vertices: 180, Time: 0.0110 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0111 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0135 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0151 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0091 seconds, MST Weight by matrix: 227
Density:0.2, Vertices: 200, Time: 0.0071 seconds, MST Weight by matrix: 206
Density:0.3, Vertices: 200, Time: 0.0090 seconds, MST Weight by matrix: 200
Density:0.4, Vertices: 200, Time: 0.0110 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0127 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0151 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0171 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0182 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 67
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 56
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 43
Density:0.4, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 36
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 33
Density:0.6, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 24
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 29
Density:0.8, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 29
Density:0.1, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 150
Density:0.2, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 78
Density:0.3, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 68
Density:0.4, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 51
Density:0.5, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 55
Density:0.6, Vertices: 50, Time: 0.0011 seconds, MST Weight by matrix: 50
Density:0.7, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 49
Density:0.8, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 147
Density:0.2, Vertices: 70, Time: 0.0014 seconds, MST Weight by matrix: 104
Density:0.3, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 87
Density:0.4, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 76
Density:0.5, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 72
Density:0.6, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.7, Vertices: 70, Time: 0.0024 seconds, MST Weight by matrix: 69
Density:0.8, Vertices: 70, Time: 0.0023 seconds, MST Weight by matrix: 69
Density:0.1, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 180
Density:0.2, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 107
Density:0.3, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 94
Density:0.4, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 91
Density:0.5, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 92
Density:0.6, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 91
Density:0.7, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.8, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 168
Density:0.2, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 124
Density:0.3, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 105
Density:0.4, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 103
Density:0.5, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 100
Density:0.6, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 99
Density:0.7, Vertices: 100, Time: 0.0045 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0020 seconds, MST Weight by matrix: 171
Density:0.2, Vertices: 120, Time: 0.0041 seconds, MST Weight by matrix: 132
Density:0.3, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 120
Density:0.4, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 121
Density:0.5, Vertices: 120, Time: 0.0041 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0061 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0070 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0067 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0041 seconds, MST Weight by matrix: 196
Density:0.2, Vertices: 150, Time: 0.0070 seconds, MST Weight by matrix: 157
Density:0.3, Vertices: 150, Time: 0.0060 seconds, MST Weight by matrix: 152
Density:0.4, Vertices: 150, Time: 0.0100 seconds, MST Weight by matrix: 149
Density:0.5, Vertices: 150, Time: 0.0120 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0080 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0150 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0100 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0060 seconds, MST Weight by matrix: 215
Density:0.2, Vertices: 180, Time: 0.0096 seconds, MST Weight by matrix: 181
Density:0.3, Vertices: 180, Time: 0.0080 seconds, MST Weight by matrix: 180
Density:0.4, Vertices: 180, Time: 0.0090 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0121 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0116 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0131 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0160 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0091 seconds, MST Weight by matrix: 234
Density:0.2, Vertices: 200, Time: 0.0080 seconds, MST Weight by matrix: 202
Density:0.3, Vertices: 200, Time: 0.0091 seconds, MST Weight by matrix: 199
Density:0.4, Vertices: 200, Time: 0.0110 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0133 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0156 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0175 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0180 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 77
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 60
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 56
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 36
Density:0.5, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 37
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 29
Density:0.7, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 28
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 21
Density:0.1, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 133
Density:0.2, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 74
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 65
Density:0.4, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 56
Density:0.5, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 58
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 53
Density:0.7, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 50
Density:0.8, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 49
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 159
Density:0.2, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 89
Density:0.3, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 77
Density:0.4, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 73
Density:0.5, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 72
Density:0.6, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 70
Density:0.7, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 72
Density:0.8, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.1, Vertices: 90, Time: 0.0010 seconds, MST Weight by matrix: 146
Density:0.2, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 114
Density:0.3, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 98
Density:0.4, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 92
Density:0.5, Vertices: 90, Time: 0.0050 seconds, MST Weight by matrix: 92
Density:0.6, Vertices: 90, Time: 0.0026 seconds, MST Weight by matrix: 89
Density:0.7, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.8, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0021 seconds, MST Weight by matrix: 182
Density:0.2, Vertices: 100, Time: 0.0031 seconds, MST Weight by matrix: 121
Density:0.3, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 107
Density:0.4, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 101
Density:0.5, Vertices: 100, Time: 0.0060 seconds, MST Weight by matrix: 99
Density:0.6, Vertices: 100, Time: 0.0070 seconds, MST Weight by matrix: 100
Density:0.7, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 212
Density:0.2, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 137
Density:0.3, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 125
Density:0.4, Vertices: 120, Time: 0.0041 seconds, MST Weight by matrix: 120
Density:0.5, Vertices: 120, Time: 0.0051 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0081 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0062 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0061 seconds, MST Weight by matrix: 192
Density:0.2, Vertices: 150, Time: 0.0071 seconds, MST Weight by matrix: 159
Density:0.3, Vertices: 150, Time: 0.0082 seconds, MST Weight by matrix: 151
Density:0.4, Vertices: 150, Time: 0.0101 seconds, MST Weight by matrix: 149
Density:0.5, Vertices: 150, Time: 0.0080 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0080 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0110 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0075 seconds, MST Weight by matrix: 227
Density:0.2, Vertices: 180, Time: 0.0061 seconds, MST Weight by matrix: 187
Density:0.3, Vertices: 180, Time: 0.0071 seconds, MST Weight by matrix: 182
Density:0.4, Vertices: 180, Time: 0.0091 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0110 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0130 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0141 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0161 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0075 seconds, MST Weight by matrix: 231
Density:0.2, Vertices: 200, Time: 0.0121 seconds, MST Weight by matrix: 203
Density:0.3, Vertices: 200, Time: 0.0150 seconds, MST Weight by matrix: 200
Density:0.4, Vertices: 200, Time: 0.0111 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0141 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0151 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0167 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0191 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 79
Density:0.2, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 55
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 46
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 58
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 26
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 26
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 25
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 22
Density:0.1, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 146
Density:0.2, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 72
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 69
Density:0.4, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 56
Density:0.5, Vertices: 50, Time: 0.0011 seconds, MST Weight by matrix: 53
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 52
Density:0.7, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 51
Density:0.8, Vertices: 50, Time: 0.0011 seconds, MST Weight by matrix: 49
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 156
Density:0.2, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 91
Density:0.3, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 80
Density:0.4, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 74
Density:0.5, Vertices: 70, Time: 0.0035 seconds, MST Weight by matrix: 70
Density:0.6, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 70
Density:0.7, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.8, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 70
Density:0.1, Vertices: 90, Time: 0.0010 seconds, MST Weight by matrix: 149
Density:0.2, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 109
Density:0.3, Vertices: 90, Time: 0.0022 seconds, MST Weight by matrix: 94
Density:0.4, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 89
Density:0.5, Vertices: 90, Time: 0.0050 seconds, MST Weight by matrix: 89
Density:0.6, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 90
Density:0.7, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 90
Density:0.8, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 185
Density:0.2, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 111
Density:0.3, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 107
Density:0.4, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 100
Density:0.5, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 100
Density:0.6, Vertices: 100, Time: 0.0041 seconds, MST Weight by matrix: 99
Density:0.7, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 206
Density:0.2, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 140
Density:0.3, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 124
Density:0.4, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 119
Density:0.5, Vertices: 120, Time: 0.0080 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0095 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0101 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0060 seconds, MST Weight by matrix: 192
Density:0.2, Vertices: 150, Time: 0.0041 seconds, MST Weight by matrix: 160
Density:0.3, Vertices: 150, Time: 0.0050 seconds, MST Weight by matrix: 150
Density:0.4, Vertices: 150, Time: 0.0071 seconds, MST Weight by matrix: 150
Density:0.5, Vertices: 150, Time: 0.0080 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0100 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0112 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0064 seconds, MST Weight by matrix: 218
Density:0.2, Vertices: 180, Time: 0.0091 seconds, MST Weight by matrix: 186
Density:0.3, Vertices: 180, Time: 0.0070 seconds, MST Weight by matrix: 181
Density:0.4, Vertices: 180, Time: 0.0091 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0110 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0130 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0131 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0158 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0081 seconds, MST Weight by matrix: 237
Density:0.2, Vertices: 200, Time: 0.0111 seconds, MST Weight by matrix: 205
Density:0.3, Vertices: 200, Time: 0.0152 seconds, MST Weight by matrix: 199
Density:0.4, Vertices: 200, Time: 0.0109 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0230 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0143 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0256 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0187 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 55
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 57
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 53
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 46
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 33
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 24
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 24
Density:0.8, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 23
Density:0.1, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 177
Density:0.2, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 90
Density:0.3, Vertices: 50, Time: 0.0011 seconds, MST Weight by matrix: 71
Density:0.4, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 59
